filePath,fileType,status,confidence,reason,referencesFound,dynamicUsagePossible,referencedOnlyByTests,referencedOnlyByUnusedFiles,validationSuggested
"src/app/apps/supplier.luxuryapp/INDEX.ts","barrel/index","SAFE_TO_REMOVE_HIGH_CONFIDENCE","HIGH","Barrel vacio (""// Public API for X""), sin exports, cero referencias en todo src (import, routing, tooling).","","false","false","false","npx tsc --noEmit tras eliminar; confirmar que ningun otro paquete interno lo consume como entry point."
"src/app/apps/system.luxuryapp/INDEX.ts","barrel/index","SAFE_TO_REMOVE_HIGH_CONFIDENCE","HIGH","Barrel vacio (""// Public API for X""), sin exports, cero referencias en todo src (import, routing, tooling).","","false","false","false","npx tsc --noEmit tras eliminar; confirmar que ningun otro paquete interno lo consume como entry point."
"src/app/apps/web.luxuryapp/INDEX.ts","barrel/index","SAFE_TO_REMOVE_HIGH_CONFIDENCE","HIGH","Barrel vacio (""// Public API for X""), sin exports, cero referencias en todo src (import, routing, tooling).","","false","false","false","npx tsc --noEmit tras eliminar; confirmar que ningun otro paquete interno lo consume como entry point."
"src/app/apps/contabilidad.luxuryapp/contabilidad.routes.ts","route","SAFE_TO_REMOVE_HIGH_CONFIDENCE","HIGH","Placeholder vacio (""// { path: '', component: SomeComponent }""). Coincidencia de nombre de const con contabilidadRoutes/contabilidad.routing.ts (archivo REAL y wireado) genero falso positivo en busqueda por texto; confirmado por lectura manual que loadChildren real apunta a *.routing.ts, nunca a *.routes.ts.","","false","false","false","npx ng build --configuration production; grep de ""contabilidad.routes"" tras eliminar para confirmar 0 hits."
"src/app/apps/direccion.luxuryapp/direccion.routes.ts","route","SAFE_TO_REMOVE_HIGH_CONFIDENCE","HIGH","Placeholder vacio (""// { path: '', component: SomeComponent }""). Coincidencia de nombre de const con direccionRoutes/direccion.routing.ts (archivo REAL y wireado) genero falso positivo en busqueda por texto; confirmado por lectura manual que loadChildren real apunta a *.routing.ts, nunca a *.routes.ts.","","false","false","false","npx ng build --configuration production; grep de ""direccion.routes"" tras eliminar para confirmar 0 hits."
"src/app/apps/legal.luxuryapp/legal.routes.ts","route","SAFE_TO_REMOVE_HIGH_CONFIDENCE","HIGH","Placeholder vacio (""// { path: '', component: SomeComponent }""). Coincidencia de nombre de const con legalRoutes/legal.routing.ts (archivo REAL y wireado) genero falso positivo en busqueda por texto; confirmado por lectura manual que loadChildren real apunta a *.routing.ts, nunca a *.routes.ts.","","false","false","false","npx ng build --configuration production; grep de ""legal.routes"" tras eliminar para confirmar 0 hits."
"src/app/apps/mantenimiento.luxuryapp/mantenimiento.routes.ts","route","SAFE_TO_REMOVE_HIGH_CONFIDENCE","HIGH","Placeholder vacio (""// { path: '', component: SomeComponent }""). Coincidencia de nombre de const con mantenimientoRoutes/mantenimiento.routing.ts (archivo REAL y wireado) genero falso positivo en busqueda por texto; confirmado por lectura manual que loadChildren real apunta a *.routing.ts, nunca a *.routes.ts.","","false","false","false","npx ng build --configuration production; grep de ""mantenimiento.routes"" tras eliminar para confirmar 0 hits."
"src/app/apps/operations.luxuryapp/operations.routes.ts","route","SAFE_TO_REMOVE_HIGH_CONFIDENCE","HIGH","Placeholder vacio (""// { path: '', component: SomeComponent }""). Coincidencia de nombre de const con operationsRoutes/operations.routing.ts (archivo REAL y wireado) genero falso positivo en busqueda por texto; confirmado por lectura manual que loadChildren real apunta a *.routing.ts, nunca a *.routes.ts.","","false","false","false","npx ng build --configuration production; grep de ""operations.routes"" tras eliminar para confirmar 0 hits."
"src/app/apps/public.luxuryapp/public.routes.ts","route","SAFE_TO_REMOVE_HIGH_CONFIDENCE","HIGH","Placeholder vacio (""// { path: '', component: SomeComponent }""). Coincidencia de nombre de const con publicRoutes/public.routing.ts (archivo REAL y wireado) genero falso positivo en busqueda por texto; confirmado por lectura manual que loadChildren real apunta a *.routing.ts, nunca a *.routes.ts.","","false","false","false","npx ng build --configuration production; grep de ""public.routes"" tras eliminar para confirmar 0 hits."
"src/app/apps/reclutamiento.luxuryapp/reclutamiento.routes.ts","route","SAFE_TO_REMOVE_HIGH_CONFIDENCE","HIGH","Placeholder vacio (""// { path: '', component: SomeComponent }""). Coincidencia de nombre de const con reclutamientoRoutes/reclutamiento.routing.ts (archivo REAL y wireado) genero falso positivo en busqueda por texto; confirmado por lectura manual que loadChildren real apunta a *.routing.ts, nunca a *.routes.ts.","","false","false","false","npx ng build --configuration production; grep de ""reclutamiento.routes"" tras eliminar para confirmar 0 hits."
"src/app/apps/recursos-humanos.luxuryapp/recursos-humanos.routes.ts","route","SAFE_TO_REMOVE_HIGH_CONFIDENCE","HIGH","Placeholder vacio (""// { path: '', component: SomeComponent }""). Coincidencia de nombre de const con recursos-humanosRoutes/recursos-humanos.routing.ts (archivo REAL y wireado) genero falso positivo en busqueda por texto; confirmado por lectura manual que loadChildren real apunta a *.routing.ts, nunca a *.routes.ts.","","false","false","false","npx ng build --configuration production; grep de ""recursos-humanos.routes"" tras eliminar para confirmar 0 hits."
"src/app/apps/supplier.luxuryapp/supplier.routes.ts","route","SAFE_TO_REMOVE_HIGH_CONFIDENCE","HIGH","Placeholder vacio (""// { path: '', component: SomeComponent }""). Coincidencia de nombre de const con supplierRoutes/supplier.routing.ts (archivo REAL y wireado) genero falso positivo en busqueda por texto; confirmado por lectura manual que loadChildren real apunta a *.routing.ts, nunca a *.routes.ts.","","false","false","false","npx ng build --configuration production; grep de ""supplier.routes"" tras eliminar para confirmar 0 hits."
"src/app/apps/web.luxuryapp/web.routes.ts","route","SAFE_TO_REMOVE_HIGH_CONFIDENCE","HIGH","Placeholder vacio (""// { path: '', component: SomeComponent }""). Coincidencia de nombre de const con webRoutes/web.routing.ts (archivo REAL y wireado) genero falso positivo en busqueda por texto; confirmado por lectura manual que loadChildren real apunta a *.routing.ts, nunca a *.routes.ts.","","false","false","false","npx ng build --configuration production; grep de ""web.routes"" tras eliminar para confirmar 0 hits."
"src/app/apps/resident.luxuryapp/resident.routes.ts","route","QUARANTINE_CANDIDATE","HIGH","Exporta residentRoutes con 3 rutas reales (visit-list/visit-form/visit-detail) pero el archivo no se importa desde ningun sitio; resident.luxuryapp se enruta en la practica solo via directory.routing.ts (owner-list, propiedades-list), que nunca importa este archivo.","","true","false","false","Confirmar con producto si ""Visitas"" (control de acceso residente) debe seguir existiendo; si si, wirear en routing; si no, cuarentena."
"src/app/apps/resident.luxuryapp/access-control/visit-list.ts","component","QUARANTINE_CANDIDATE","HIGH","Alcanzable unicamente desde resident.routes.ts, que a su vez es inalcanzable desde main.ts (confirmado por BFS de reachability sobre el grafo completo de madge).","","true","false","true","Ver resident.routes.ts."
"src/app/apps/resident.luxuryapp/access-control/visit-list.html","template","QUARANTINE_CANDIDATE","HIGH","Template del componente huerfano correspondiente.","","false","false","true","Ver resident.routes.ts."
"src/app/apps/resident.luxuryapp/access-control/visit-form.ts","component","QUARANTINE_CANDIDATE","HIGH","Alcanzable unicamente desde resident.routes.ts, que a su vez es inalcanzable desde main.ts (confirmado por BFS de reachability sobre el grafo completo de madge).","","true","false","true","Ver resident.routes.ts."
"src/app/apps/resident.luxuryapp/access-control/visit-form.html","template","QUARANTINE_CANDIDATE","HIGH","Template del componente huerfano correspondiente.","","false","false","true","Ver resident.routes.ts."
"src/app/apps/resident.luxuryapp/access-control/visit-detail.ts","component","QUARANTINE_CANDIDATE","HIGH","Alcanzable unicamente desde resident.routes.ts, que a su vez es inalcanzable desde main.ts (confirmado por BFS de reachability sobre el grafo completo de madge).","","true","false","true","Ver resident.routes.ts."
"src/app/apps/resident.luxuryapp/access-control/visit-detail.html","template","QUARANTINE_CANDIDATE","HIGH","Template del componente huerfano correspondiente.","","false","false","true","Ver resident.routes.ts."
"src/app/apps/security.luxuryapp/security.routes.ts","route","QUARANTINE_CANDIDATE","HIGH","Exporta securityRoutes con rutas reales (access-scan, active-visits). Busqueda exhaustiva en src/app/routing y en todo src: la unica mencion de ""security.luxuryapp"" fuera de su propia carpeta es un comentario en operations.endpoints.ts. La app no tiene ningun punto de entrada de routing.","","true","false","false","Confirmar con producto si el modulo ""seguridad"" (escaneo de accesos / visitas activas) debe existir; si no, es candidato a eliminacion junto con INDEX.ts."
"src/app/apps/security.luxuryapp/access-control/access-scan.ts","component","QUARANTINE_CANDIDATE","HIGH","Alcanzable solo desde security.routes.ts (inalcanzable desde main.ts, confirmado por BFS de reachability).","","true","false","true","Ver security.routes.ts."
"src/app/apps/security.luxuryapp/access-control/access-scan.html","template","QUARANTINE_CANDIDATE","HIGH","Template del componente huerfano correspondiente.","","false","false","true","Ver security.routes.ts."
"src/app/apps/security.luxuryapp/access-control/active-visits.ts","component","QUARANTINE_CANDIDATE","HIGH","Alcanzable solo desde security.routes.ts (inalcanzable desde main.ts, confirmado por BFS de reachability).","","true","false","true","Ver security.routes.ts."
"src/app/apps/security.luxuryapp/access-control/active-visits.html","template","QUARANTINE_CANDIDATE","HIGH","Template del componente huerfano correspondiente.","","false","false","true","Ver security.routes.ts."
"src/app/apps/system.luxuryapp/system.routes.ts","route","QUARANTINE_CANDIDATE","HIGH","Exporta systemRoutes -> DatabaseBackupList, pero la funcionalidad real de ""database-backup"" ya esta wireada y en uso desde src/app/apps/admin.luxuryapp/admin.routes.ts (path /admin/database-backup, referenciado tambien en admin-wrapper-menu.ts, admin-modules.ts y route-whitelist.ts). Este archivo es un segundo intento de enrutado que nunca se conecto.","src/app/apps/admin.luxuryapp/admin.routes.ts:351-354 (ruta activa real)","true","false","false","El componente DatabaseBackupList NO se elimina (esta vivo via admin.routes.ts); solo este archivo de rutas duplicado es candidato."
"src/app/apps/contabilidad.luxuryapp/general-ledger/sat-funding/sat-funding.routes.ts","route","QUARANTINE_CANDIDATE","HIGH","Copia duplicada de src/app/apps/contabilidad.luxuryapp/fondeos-y-reporteo/sat-funding/ (mismas clases: SAT_FUNDING_ROUTES, SatFundingListComponent, SatFundingDetailComponent, SatReconciliationDialog). El wireado real (pages.routes.ts:516-517) importa la copia de fondeos-y-reporteo, no esta. Confirmado por BFS de reachability y por ausencia total de referencias externas.","src/app/routing/pages.routes.ts:516-517 (importa la copia HERMANA activa en fondeos-y-reporteo, no este archivo)","true","false","false","IMPORTANTE: general-ledger/sat-funding/interfaces/ SI se usa (fondeos-y-reporteo/sat-funding-detail/sat-funding-invoice-edit-form.ts importa UpdateSatFundingDetailDto desde ahi) -> NO eliminar esa subcarpeta."
"src/app/apps/contabilidad.luxuryapp/general-ledger/sat-funding/sat-funding-detail/sat-funding-detail.ts","component","QUARANTINE_CANDIDATE","HIGH","Copia duplicada de src/app/apps/contabilidad.luxuryapp/fondeos-y-reporteo/sat-funding/ (mismas clases: SAT_FUNDING_ROUTES, SatFundingListComponent, SatFundingDetailComponent, SatReconciliationDialog). El wireado real (pages.routes.ts:516-517) importa la copia de fondeos-y-reporteo, no esta. Confirmado por BFS de reachability y por ausencia total de referencias externas.","src/app/routing/pages.routes.ts:516-517 (importa la copia HERMANA activa en fondeos-y-reporteo, no este archivo)","true","false","false","IMPORTANTE: general-ledger/sat-funding/interfaces/ SI se usa (fondeos-y-reporteo/sat-funding-detail/sat-funding-invoice-edit-form.ts importa UpdateSatFundingDetailDto desde ahi) -> NO eliminar esa subcarpeta."
"src/app/apps/contabilidad.luxuryapp/general-ledger/sat-funding/sat-funding-detail/sat-funding-detail.html","template","QUARANTINE_CANDIDATE","HIGH","Copia duplicada de src/app/apps/contabilidad.luxuryapp/fondeos-y-reporteo/sat-funding/ (mismas clases: SAT_FUNDING_ROUTES, SatFundingListComponent, SatFundingDetailComponent, SatReconciliationDialog). El wireado real (pages.routes.ts:516-517) importa la copia de fondeos-y-reporteo, no esta. Confirmado por BFS de reachability y por ausencia total de referencias externas.","src/app/routing/pages.routes.ts:516-517 (importa la copia HERMANA activa en fondeos-y-reporteo, no este archivo)","true","false","false","IMPORTANTE: general-ledger/sat-funding/interfaces/ SI se usa (fondeos-y-reporteo/sat-funding-detail/sat-funding-invoice-edit-form.ts importa UpdateSatFundingDetailDto desde ahi) -> NO eliminar esa subcarpeta."
"src/app/apps/contabilidad.luxuryapp/general-ledger/sat-funding/sat-funding-detail/sat-funding-invoice-edit-form.ts","component","QUARANTINE_CANDIDATE","HIGH","Copia duplicada de src/app/apps/contabilidad.luxuryapp/fondeos-y-reporteo/sat-funding/ (mismas clases: SAT_FUNDING_ROUTES, SatFundingListComponent, SatFundingDetailComponent, SatReconciliationDialog). El wireado real (pages.routes.ts:516-517) importa la copia de fondeos-y-reporteo, no esta. Confirmado por BFS de reachability y por ausencia total de referencias externas.","src/app/routing/pages.routes.ts:516-517 (importa la copia HERMANA activa en fondeos-y-reporteo, no este archivo)","true","false","false","IMPORTANTE: general-ledger/sat-funding/interfaces/ SI se usa (fondeos-y-reporteo/sat-funding-detail/sat-funding-invoice-edit-form.ts importa UpdateSatFundingDetailDto desde ahi) -> NO eliminar esa subcarpeta."
"src/app/apps/contabilidad.luxuryapp/general-ledger/sat-funding/sat-funding-detail/sat-funding-invoice-edit-form.html","template","QUARANTINE_CANDIDATE","HIGH","Copia duplicada de src/app/apps/contabilidad.luxuryapp/fondeos-y-reporteo/sat-funding/ (mismas clases: SAT_FUNDING_ROUTES, SatFundingListComponent, SatFundingDetailComponent, SatReconciliationDialog). El wireado real (pages.routes.ts:516-517) importa la copia de fondeos-y-reporteo, no esta. Confirmado por BFS de reachability y por ausencia total de referencias externas.","src/app/routing/pages.routes.ts:516-517 (importa la copia HERMANA activa en fondeos-y-reporteo, no este archivo)","true","false","false","IMPORTANTE: general-ledger/sat-funding/interfaces/ SI se usa (fondeos-y-reporteo/sat-funding-detail/sat-funding-invoice-edit-form.ts importa UpdateSatFundingDetailDto desde ahi) -> NO eliminar esa subcarpeta."
"src/app/apps/contabilidad.luxuryapp/general-ledger/sat-funding/sat-funding-list/sat-funding-list.ts","component","QUARANTINE_CANDIDATE","HIGH","Copia duplicada de src/app/apps/contabilidad.luxuryapp/fondeos-y-reporteo/sat-funding/ (mismas clases: SAT_FUNDING_ROUTES, SatFundingListComponent, SatFundingDetailComponent, SatReconciliationDialog). El wireado real (pages.routes.ts:516-517) importa la copia de fondeos-y-reporteo, no esta. Confirmado por BFS de reachability y por ausencia total de referencias externas.","src/app/routing/pages.routes.ts:516-517 (importa la copia HERMANA activa en fondeos-y-reporteo, no este archivo)","true","false","false","IMPORTANTE: general-ledger/sat-funding/interfaces/ SI se usa (fondeos-y-reporteo/sat-funding-detail/sat-funding-invoice-edit-form.ts importa UpdateSatFundingDetailDto desde ahi) -> NO eliminar esa subcarpeta."
"src/app/apps/contabilidad.luxuryapp/general-ledger/sat-funding/sat-funding-list/sat-funding-list.html","template","QUARANTINE_CANDIDATE","HIGH","Copia duplicada de src/app/apps/contabilidad.luxuryapp/fondeos-y-reporteo/sat-funding/ (mismas clases: SAT_FUNDING_ROUTES, SatFundingListComponent, SatFundingDetailComponent, SatReconciliationDialog). El wireado real (pages.routes.ts:516-517) importa la copia de fondeos-y-reporteo, no esta. Confirmado por BFS de reachability y por ausencia total de referencias externas.","src/app/routing/pages.routes.ts:516-517 (importa la copia HERMANA activa en fondeos-y-reporteo, no este archivo)","true","false","false","IMPORTANTE: general-ledger/sat-funding/interfaces/ SI se usa (fondeos-y-reporteo/sat-funding-detail/sat-funding-invoice-edit-form.ts importa UpdateSatFundingDetailDto desde ahi) -> NO eliminar esa subcarpeta."
"src/app/apps/contabilidad.luxuryapp/general-ledger/sat-funding/sat-reconciliation-dialog/sat-reconciliation-dialog.ts","component","QUARANTINE_CANDIDATE","HIGH","Copia duplicada de src/app/apps/contabilidad.luxuryapp/fondeos-y-reporteo/sat-funding/ (mismas clases: SAT_FUNDING_ROUTES, SatFundingListComponent, SatFundingDetailComponent, SatReconciliationDialog). El wireado real (pages.routes.ts:516-517) importa la copia de fondeos-y-reporteo, no esta. Confirmado por BFS de reachability y por ausencia total de referencias externas.","src/app/routing/pages.routes.ts:516-517 (importa la copia HERMANA activa en fondeos-y-reporteo, no este archivo)","true","false","false","IMPORTANTE: general-ledger/sat-funding/interfaces/ SI se usa (fondeos-y-reporteo/sat-funding-detail/sat-funding-invoice-edit-form.ts importa UpdateSatFundingDetailDto desde ahi) -> NO eliminar esa subcarpeta."
"src/app/apps/contabilidad.luxuryapp/general-ledger/sat-funding/sat-reconciliation-dialog/sat-reconciliation-dialog.html","template","QUARANTINE_CANDIDATE","HIGH","Copia duplicada de src/app/apps/contabilidad.luxuryapp/fondeos-y-reporteo/sat-funding/ (mismas clases: SAT_FUNDING_ROUTES, SatFundingListComponent, SatFundingDetailComponent, SatReconciliationDialog). El wireado real (pages.routes.ts:516-517) importa la copia de fondeos-y-reporteo, no esta. Confirmado por BFS de reachability y por ausencia total de referencias externas.","src/app/routing/pages.routes.ts:516-517 (importa la copia HERMANA activa en fondeos-y-reporteo, no este archivo)","true","false","false","IMPORTANTE: general-ledger/sat-funding/interfaces/ SI se usa (fondeos-y-reporteo/sat-funding-detail/sat-funding-invoice-edit-form.ts importa UpdateSatFundingDetailDto desde ahi) -> NO eliminar esa subcarpeta."
"src/app/apps/contabilidad.luxuryapp/fondeos-y-reporteo/sat-funding/sat-reconciliation-dialog/sat-reconciliation-dialog.ts","component","REVIEW_MANUAL","MEDIUM","Dentro del arbol ACTIVO de sat-funding, este subcomponente especifico esta deshabilitado: su unica referencia en toda la app es un import comentado en funding-detail.ts (// import { SatReconciliationDialog } ...). No es un falso positivo de grafo: es codigo real dejado inactivo intencionalmente o por descuido.","src/app/apps/contabilidad.luxuryapp/fondeos-y-reporteo/funding/funding-detail.ts:46,597,611 (import y usos, todos comentados)","false","false","false","Confirmar con el equipo de contabilidad si la conciliacion SAT via dialogo se re-activara pronto (en cuyo caso KEEP) o se abandono (candidato a cuarentena)."
"src/app/apps/contabilidad.luxuryapp/fondeos-y-reporteo/sat-funding/sat-reconciliation-dialog/sat-reconciliation-dialog.html","template","REVIEW_MANUAL","MEDIUM","Template del componente anterior (referencia comentada, no eliminada).","","false","false","false","Ver sat-reconciliation-dialog.ts (fondeos-y-reporteo)."
"src/app/apps/admin.luxuryapp/herramientas-dev/catalog-component-ui/catalog-mobile/mobile-layout/mobile-layout.ts","component","REVIEW_MANUAL","MEDIUM","Dentro del catalogo interno de componentes (herramientas-dev), wireado en admin.routes.ts via catalog-mobile-item, pero este archivo especifico no es importado ni por catalog-mobile-item ni por catalog-mobile/index.ts.","","true","false","false","Revisar si mobile-layout deberia añadirse al catalogo o es un borrador abandonado."
"src/app/apps/admin.luxuryapp/herramientas-dev/catalog-component-ui/catalog-mobile/mobile-page-structure/mobile-page-structure.ts","component","REVIEW_MANUAL","MEDIUM","Mismo patron que mobile-layout.ts: no referenciado por catalog-mobile-item ni index.ts del catalogo.","","true","false","false","Revisar si deberia añadirse al catalogo o es un borrador abandonado."
"src/app/apps/admin.luxuryapp/herramientas-dev/catalog-component-ui/showcase/buttons-showcase.component.ts","component","QUARANTINE_CANDIDATE","HIGH","Subcarpeta showcase/ completa sin ninguna referencia en toda la app (ni siquiera dentro del propio catalogo). Parece un prototipo desconectado del resto del catalogo (que usa el patron *-item.ts).","","false","false","false","Confirmar si showcase/ es un experimento abandonado; si el catalogo lo necesita, wirear una ruta -item.ts equivalente."
"src/app/apps/admin.luxuryapp/herramientas-dev/catalog-component-ui/showcase/data-showcase.component.ts","component","QUARANTINE_CANDIDATE","HIGH","Subcarpeta showcase/ completa sin ninguna referencia en toda la app (ni siquiera dentro del propio catalogo). Parece un prototipo desconectado del resto del catalogo (que usa el patron *-item.ts).","","false","false","false","Confirmar si showcase/ es un experimento abandonado; si el catalogo lo necesita, wirear una ruta -item.ts equivalente."
"src/app/apps/admin.luxuryapp/herramientas-dev/catalog-component-ui/showcase/dictionary-showcase.component.ts","component","QUARANTINE_CANDIDATE","HIGH","Subcarpeta showcase/ completa sin ninguna referencia en toda la app (ni siquiera dentro del propio catalogo). Parece un prototipo desconectado del resto del catalogo (que usa el patron *-item.ts).","","false","false","false","Confirmar si showcase/ es un experimento abandonado; si el catalogo lo necesita, wirear una ruta -item.ts equivalente."
"src/app/apps/admin.luxuryapp/herramientas-dev/catalog-component-ui/showcase/forms-showcase.component.ts","component","QUARANTINE_CANDIDATE","HIGH","Subcarpeta showcase/ completa sin ninguna referencia en toda la app (ni siquiera dentro del propio catalogo). Parece un prototipo desconectado del resto del catalogo (que usa el patron *-item.ts).","","false","false","false","Confirmar si showcase/ es un experimento abandonado; si el catalogo lo necesita, wirear una ruta -item.ts equivalente."
"src/app/apps/admin.luxuryapp/herramientas-dev/catalog-component-ui/showcase/layout-showcase.component.ts","component","QUARANTINE_CANDIDATE","HIGH","Subcarpeta showcase/ completa sin ninguna referencia en toda la app (ni siquiera dentro del propio catalogo). Parece un prototipo desconectado del resto del catalogo (que usa el patron *-item.ts).","","false","false","false","Confirmar si showcase/ es un experimento abandonado; si el catalogo lo necesita, wirear una ruta -item.ts equivalente."
"src/app/apps/admin.luxuryapp/herramientas-dev/catalog-component-ui/showcase/mobile-showcase.component.ts","component","QUARANTINE_CANDIDATE","HIGH","Subcarpeta showcase/ completa sin ninguna referencia en toda la app (ni siquiera dentro del propio catalogo). Parece un prototipo desconectado del resto del catalogo (que usa el patron *-item.ts).","","false","false","false","Confirmar si showcase/ es un experimento abandonado; si el catalogo lo necesita, wirear una ruta -item.ts equivalente."
"src/app/apps/admin.luxuryapp/herramientas-dev/catalog-component-ui/showcase/overlays-showcase.component.ts","component","QUARANTINE_CANDIDATE","HIGH","Subcarpeta showcase/ completa sin ninguna referencia en toda la app (ni siquiera dentro del propio catalogo). Parece un prototipo desconectado del resto del catalogo (que usa el patron *-item.ts).","","false","false","false","Confirmar si showcase/ es un experimento abandonado; si el catalogo lo necesita, wirear una ruta -item.ts equivalente."
"src/app/apps/admin.luxuryapp/herramientas-dev/catalog-component-ui/interfaces/print-config.interface.ts","interface","QUARANTINE_CANDIDATE","MEDIUM","PrintConfig/DEFAULT_PRINT_CONFIG sin uso real; su unico ""consumidor"" es un spec placeholder (print-config.model.spec.ts) que solo hace expect(true).toBe(true) y ademas prueba un nombre de archivo distinto (print-config.model vs print-config.interface).","","false","true","false","Eliminar interface y su spec placeholder juntos si se confirma que no hay plan de impresion pendiente."
"src/app/apps/admin.luxuryapp/admin-wrapper/interfaces/menu-tone.interface.ts","interface","QUARANTINE_CANDIDATE","HIGH","MenuTone: interfaz de tono de menu sin ningun uso.","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/apps/admin.luxuryapp/seguridad-permisos/user-accounts/interfaces/application-user-add-role.dto.ts","interface","QUARANTINE_CANDIDATE","HIGH","AddApplicationRoleToUserDto sin referencias; posible DTO reemplazado por otro flujo de asignacion de roles.","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/apps/admin.luxuryapp/seguridad-permisos/user-accounts/interfaces/application-user-change-password.dto.ts","interface","QUARANTINE_CANDIDATE","HIGH","ChangePasswordDto sin referencias.","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/apps/admin.luxuryapp/seguridad-permisos/user-accounts/interfaces/application-user-create.dto.ts","interface","QUARANTINE_CANDIDATE","HIGH","ApplicationUserCreateDto sin referencias.","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/apps/auth.luxuryapp/password-manager/interfaces/credential-add-or-edit.dto.ts","interface","QUARANTINE_CANDIDATE","HIGH","CredentialAddOrEditDto sin referencias.","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/apps/cobranza.luxuryapp/cobranza-online/interfaces/cobranza-online-reporte-financiero.model.ts","interface","QUARANTINE_CANDIDATE","HIGH","3 tipos (ReporteFinancieroResponse/Fila/Fondo) sin referencias.","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/apps/contabilidad.luxuryapp/general-ledger/espejo-aspel-full/contabilidad-ai.service.ts","service","QUARANTINE_CANDIDATE","HIGH","ContabilidadAiService @Injectable sin ninguna inyeccion/uso en toda la app.","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
"src/app/apps/contabilidad.luxuryapp/general-ledger/presupuesto-propuesta/interfaces/ICuentaAspelTercerNivelDto.ts","interface","QUARANTINE_CANDIDATE","HIGH","Sin exports nombrados detectados y sin referencias.","","false","false","false","npx tsc --noEmit + npx ng build --configuration production tras mover a _quarantine/."
